Entity,Code,Year,spirits,beer,wine,total_consumpssion_2015
Afghanistan,AFG,2003,0.01,0,0,1
Albania,ALB,2003,2.13,1.39,0.77,6.6
Algeria,DZA,2003,0.02,0.2,0.12,0.6
Andorra,AND,2003,2.94,3.38,6.05,9.1
Angola,AGO,2003,0.49,1.57,1.42,7.6
Antigua and Barbuda,ATG,2003,4,1.87,1.26,3.2
Argentina,ARG,2003,0.46,2.03,5.08,7.6
Armenia,ARM,2003,2.7,0.17,0.16,5.5
Australia,AUS,2003,2.01,4.96,3,12.6
Austria,AUT,2003,1.7,6.4,4.1,8.5
Azerbaijan,AZE,2003,0.28,0.23,0.03,2.1
Bahamas,BHS,2003,5.53,3.56,1.56,4.2
Bahrain,BHR,2003,1.46,0.55,0.14,2.4
Bangladesh,BGD,2003,0,0,0,0.2
Barbados,BRB,2003,4,2.9,0.72,6.5
Belarus,BLR,2003,3.8,3.2,0.49,17.1
Belgium,BEL,2003,1.07,6.14,4.06,10.8
Belize,BLZ,2003,1.82,3.7,0.15,8.3
Benin,BEN,2003,0.19,0.7,0.12,2.2
Bhutan,BTN,2003,0.03,0.49,0,1.1
Bolivia,BOL,2003,0.57,1.7,0.1,5.8
Bosnia and Herzegovina,BIH,2003,0.86,2.87,0.42,7.5
Botswana,BWA,2003,0.82,2.39,0.46,7.7
Brazil,BRA,2003,3.36,3.18,0.4,9.1
Brunei,BRN,2003,0.02,0.09,0.02,0.8
Bulgaria,BGR,2003,4.96,3.3,2.93,11.3
Burkina Faso,BFA,2003,0.21,0.41,0.07,7.4
Burundi,BDI,2003,0,1.13,0,9.8
Cambodia,KHM,2003,1.16,0.28,0.01,6.1
Cameroon,CMR,2003,0,2.36,0.08,7.7
Canada,CAN,2003,2.1,4.2,1.5,10.3
Cape Verde,CPV,2003,0.44,2.32,1.39,7.2
Central African Republic,CAF,2003,0.04,0.28,0.02,3.8
Chad,TCD,2003,0.03,0.25,0,4.4
Chile,CHL,2003,1.96,1.8,2.6,9.3
China,CHN,2003,1.77,1.01,0.19,7.6
Colombia,COL,2003,1.55,2.66,0.03,6.6
Comoros,COM,2003,0.1,0.11,0.05,0.2
Congo,COG,2003,0.52,1.72,0.21,3.9
Cook Islands,COK,2003,3.8,2.46,1.27,#N/A
Costa Rica,CRI,2003,1.67,2.24,0.13,5.1
Cote d'Ivoire,CIV,2003,0.04,0.63,0.33,6.5
Croatia,HRV,2003,1.82,5.12,6.81,11.7
Cuba,CUB,2003,2.84,1.51,0.05,5.5
Cyprus,CYP,2003,4.55,3.56,2.5,9.1
Czech Republic,CZE,2003,3.58,7.56,1.88,14.1
Democratic Republic of Congo,COD,2003,0.01,0.27,0,3.4
Denmark,DNK,2003,1.6,5.47,4.47,10.2
Djibouti,DJI,2003,0.7,0.24,0.08,0.9
Dominica,DMA,2003,6.19,0.31,0.77,6.6
Dominican Republic,DOM,2003,3.54,2.62,0.16,7.6
Ecuador,ECU,2003,1.88,1.75,0.05,6.1
Egypt,EGY,2003,0.06,0.07,0.02,0.3
El Salvador,SLV,2003,1.89,1.12,0.1,3.5
Equatorial Guinea,GNQ,2003,0,2.18,4.95,8.1
Eritrea,ERI,2003,0.02,0.4,0,1.4
Estonia,EST,2003,4.81,4.75,0.82,#N/A
Ethiopia,ETH,2003,0.04,0.19,0.01,4.3
Fiji,FJI,2003,0.28,1.47,0.01,3.2
Finland,FIN,2003,2.38,4.37,1.43,11.9
France,FRA,2003,2.65,2.29,8.36,11.6
Gabon,GAB,2003,0.77,4.87,0.84,11.8
Gambia,GMB,2003,0.01,0.23,0.04,3.2
Georgia,GEO,2003,1.53,0.56,1.27,6.7
Germany,DEU,2003,2.35,6.43,3.14,10.6
Ghana,GHA,2003,0.04,0.4,0.07,5.4
Greece,GRC,2003,2.62,2.25,4.58,9.3
Grenada,GRD,2003,5.6,3.73,0.41,10.4
Guatemala,GTM,2003,1.31,1.11,0.03,3.9
Guinea,GIN,2003,0,0.16,0.02,0.7
Guinea-Bissau,GNB,2003,0.54,0.32,0.54,4.3
Guyana,GUY,2003,6.52,1.39,0.02,8.6
Haiti,HTI,2003,6.62,0.01,0.01,5.9
Honduras,HND,2003,1.64,1.38,0.02,4
Hungary,HUN,2003,4.17,4.47,4.6,12.4
Iceland,ISL,2003,1.39,3.35,1.79,6.9
India,IND,2003,1.1,0.08,0.01,4.6
Indonesia,IDN,2003,0,0.05,0,0.6
Iran,IRN,2003,0.01,0,0,1
Iraq,IRQ,2003,0.01,0.06,0,0.5
Ireland,IRL,2003,2.46,7.31,2.29,10.9
Israel,ISR,2003,1.36,0.79,0.17,3.1
Italy,ITA,2003,1.07,1.75,6.47,6.1
Jamaica,JAM,2003,1.83,1.56,0.09,5.1
Japan,JPN,2003,3.34,1.81,0.27,7.5
Jordan,JOR,2003,0.39,0.13,0.02,0.7
Kazakhstan,KAZ,2003,4.67,1.37,0.53,8.2
Kenya,KEN,2003,0.47,0.55,0.01,4
Kiribati,KIR,2003,0.02,0.4,0,2.9
Kuwait,KWT,2003,0.01,0.02,0,0.1
Kyrgyzstan,KGZ,2003,3.03,0.36,0.1,3.9
Laos,LAO,2003,2.3,1.11,0,7.5
Latvia,LVA,2003,3.33,2.97,1.78,10.6
Lebanon,LBN,2003,0.89,0.44,0.85,2.2
Lesotho,LSO,2003,0,1.37,0,6.4
Liberia,LBR,2003,4.07,0.15,0,5.2
Libya,LBY,2003,0.01,0,0,0
Lithuania,LTU,2003,3.71,4.58,2.24,16.2
Luxembourg,LUX,2003,2.5,4.36,5.75,11.2
Macedonia,MKD,2003,0.91,0.9,0.59,5.7
Madagascar,MDG,2003,0.33,0.38,0.22,1.9
Malawi,MWI,2003,0.24,0.14,0.02,2.5
Malaysia,MYS,2003,0.08,0.4,0,1.7
Maldives,MDV,2003,0.93,0.48,0.34,1
Mali,MLI,2003,0.01,0.07,0.01,1
Malta,MLT,2003,1.77,1.83,3.08,7.2
Mauritania,MRT,2003,0,0,0,0.1
Mauritius,MUS,2003,1.8,2,0.27,4
Mexico,MEX,2003,1.06,3.68,0.11,6.8
Micronesia (country),FSM,2003,0.06,3.04,0.04,3.5
Moldova,MDA,2003,4.19,1.08,2.88,17.4
Mongolia,MNG,2003,0.47,0.13,0.7,7.8
Morocco,MAR,2003,0.06,0.22,0.3,0.7
Mozambique,MOZ,2003,1.11,0.45,0.06,2
Myanmar,MMR,2003,0.28,0.12,0,0.7
Namibia,NAM,2003,0.82,3.29,0.67,11.8
Nauru,NRU,2003,0,0.79,0.07,3
Nepal,NPL,2003,0.11,0.08,0,2.1
Netherlands,NLD,2003,1.81,4.81,2.94,9.6
New Zealand,NZL,2003,1.26,4.17,2.73,11.2
Nicaragua,NIC,2003,2.67,1.09,0.02,4.6
Niger,NER,2003,0.03,0.05,0.01,0.3
Nigeria,NGA,2003,0.02,0.53,0,11.3
Niue,NIU,2003,6.08,2.28,0.11,#N/A
North Korea,PRK,2003,2.92,0.21,0,4.4
Norway,NOR,2003,1.22,2.76,1.84,7
Oman,OMN,2003,0.35,0.21,0.01,0.9
Pakistan,PAK,2003,0,0,0,0.1
Panama,PAN,2003,1.98,3.39,0.14,7.7
Papua New Guinea,PNG,2003,0.01,0.57,0.01,3.1
Paraguay,PRY,2003,2.03,3.67,0.9,9.6
Peru,PER,2003,2.46,1.69,0.35,5.2
Philippines,PHL,2003,3.23,1.21,0.01,5.6
Poland,POL,2003,2.9,4.51,1.64,11.5
Portugal,PRT,2003,1.56,3.57,8.74,12.5
Qatar,QAT,2003,0.68,0.25,0.07,1.3
Romania,ROU,2003,1.82,3.64,3.33,12.9
Russia,RUS,2003,7.32,3.1,0.9,14.5
Rwanda,RWA,2003,0.01,0.44,0,10
Saint Kitts and Nevis,KNA,2003,5.15,3.15,0.23,7
Saint Lucia,LCA,2003,8.28,3.36,0.85,10.4
Saint Vincent and the Grenadines,VCT,2003,3.13,1.84,0.12,7.2
Samoa,WSM,2003,0.4,3.71,0.06,#N/A
Sao Tome and Principe,STP,2003,0.77,1.14,4.63,6.8
Saudi Arabia,SAU,2003,0.05,0,0,0.2
Senegal,SEN,2003,0.03,0.13,0.17,0.5
Serbia,SRB,2003,2.64,3.07,1.55,12.9
Seychelles,SYC,2003,0.83,5.95,0.63,6.7
Sierra Leone,SLE,2003,0.03,0.14,0.01,8.2
Singapore,SGP,2003,0.18,1.06,0.15,2.9
Slovakia,SVK,2003,3.65,4.38,1.46,12.5
Slovenia,SVN,2003,1.58,4.51,5.49,10.9
Solomon Islands,SLB,2003,0.43,0.74,0.02,1.6
Somalia,SOM,2003,0,0,0,0.5
South Africa,ZAF,2003,1.11,3.78,1.27,11.5
South Korea,KOR,2003,0.47,2.32,0.04,10.9
Spain,ESP,2003,3.23,4.47,3.74,10.6
Sri Lanka,LKA,2003,1.53,0.15,0.01,4.5
Sudan,SDN,2003,0.31,0,0,2.7
Suriname,SUR,2003,2.78,1.65,0.09,6.5
Swaziland,SWZ,2003,0.42,1.66,0.05,6.4
Sweden,SWE,2003,1.2,2.8,2.9,8.7
Switzerland,CHE,2003,1.92,3.37,5.41,10.4
Syria,SYR,2003,0.82,0.05,0.42,1.4
Tajikistan,TJK,2003,0.27,0.01,0.08,2.4
Tanzania,TZA,2003,0.09,0.5,0,8.1
Thailand,THA,2003,4.53,1.59,0.01,8.3
Timor,TLS,2003,0.04,0.37,0.03,1.2
Togo,TGO,2003,0.02,0.47,0.25,1.9
Tonga,TON,2003,0.55,0.89,0.22,2.1
Trinidad and Tobago,TTO,2003,2.64,2.78,0.11,6.6
Tunisia,TUN,2003,0.04,0.8,0.49,1.2
Turkey,TUR,2003,0.59,0.79,0.04,2.4
Turkmenistan,TKM,2003,1.26,0.17,1.46,5
Tuvalu,TUV,2003,1.24,0.1,0.07,1.3
Uganda,UGA,2003,0.18,0.42,0,10.5
Ukraine,UKR,2003,3.29,1.95,0.68,11.8
United Arab Emirates,ARE,2003,1.16,0.5,0.07,4.3
United Kingdom,GBR,2003,2.45,5.16,3.65,12
United States,USA,2003,2.54,4.58,1.29,9
Uruguay,URY,2003,0.64,0.86,3.61,7
Uzbekistan,UZB,2003,0.95,0.24,0.34,4.8
Vanuatu,VUT,2003,0.51,0.51,0.18,1.2
Venezuela,VEN,2003,1.87,4.39,0.04,8.3
Vietnam,VNM,2003,1.05,1.13,0.01,8.7
Yemen,YEM,2003,0,0.04,0,0.2
Zambia,ZMB,2003,0.25,0.47,0.01,4
Zimbabwe,ZWE,2003,0.19,0.88,0.24,4.8
Afghanistan,AFG,2002,0,0,0,1
Albania,ALB,2002,2.09,1.23,0.41,6.6
Algeria,DZA,2002,0.01,0.17,0.18,0.6
Andorra,AND,2002,3.15,3.21,6.27,9.1
Angola,AGO,2002,0.47,1.56,0.8,7.6
Antigua and Barbuda,ATG,2002,4.02,1.77,1.39,3.2
Argentina,ARG,2002,0.41,2.08,5.28,7.6
Armenia,ARM,2002,2.48,0.17,0.21,5.5
Australia,AUS,2002,1.86,4.97,3.01,12.6
Austria,AUT,2002,1.7,6.4,4.4,8.5
Azerbaijan,AZE,2002,0.25,0.21,0.08,2.1
Bahamas,BHS,2002,5.75,3.61,1.46,4.2
Bahrain,BHR,2002,1.24,0.55,0.19,2.4
Bangladesh,BGD,2002,0,0,0,0.2
Barbados,BRB,2002,4.09,2.91,0.55,6.5
Belarus,BLR,2002,4.75,2.73,0.41,17.1
Belgium,BEL,2002,0.95,6.09,4.26,10.8
Belize,BLZ,2002,1.79,3.09,0.11,8.3
Benin,BEN,2002,0.02,0.73,0.1,2.2
Bhutan,BTN,2002,0,0.29,0,1.1
Bolivia,BOL,2002,0.62,1.58,0.06,5.8
Bosnia and Herzegovina,BIH,2002,0.87,2.65,0.33,7.5
Botswana,BWA,2002,1.22,2.6,0.53,7.7
Brazil,BRA,2002,3.37,3.32,0.3,9.1
Brunei,BRN,2002,0.03,0.09,0.01,0.8
Bulgaria,BGR,2002,4.88,2.98,2.34,11.3
Burkina Faso,BFA,2002,0.27,0.41,0.08,7.4
Burundi,BDI,2002,0,1.02,0.01,9.8
Cambodia,KHM,2002,1.17,0.25,0.01,6.1
Cameroon,CMR,2002,0,2.35,0.08,7.7
Canada,CAN,2002,2.1,4.2,1.4,10.3
Cape Verde,CPV,2002,0.26,2.08,1.47,7.2
Central African Republic,CAF,2002,0.02,0.3,0.02,3.8
Chad,TCD,2002,0.03,0.22,0,4.4
Chile,CHL,2002,1.9,1.76,2.39,9.3
China,CHN,2002,1.8,0.97,0.14,7.6
Colombia,COL,2002,1.65,2.73,0.03,6.6
Comoros,COM,2002,0.04,0.02,0.02,0.2
Congo,COG,2002,0.53,1.75,0.27,3.9
Cook Islands,COK,2002,0.33,0.55,0.22,#N/A
Costa Rica,CRI,2002,1.81,2.23,0.12,5.1
Cote d'Ivoire,CIV,2002,0.04,0.51,0.34,6.5
Croatia,HRV,2002,1.8,4.99,6.57,11.7
Cuba,CUB,2002,2.74,1.31,0.05,5.5
Cyprus,CYP,2002,5.47,3.5,2.7,9.1
Czech Republic,CZE,2002,3.97,7.64,1.86,14.1
Democratic Republic of Congo,COD,2002,0.01,0.27,0,3.4
Denmark,DNK,2002,1.42,5.48,4.43,10.2
Djibouti,DJI,2002,0.66,0.3,0.07,0.9
Dominica,DMA,2002,6.64,0.84,0.98,6.6
Dominican Republic,DOM,2002,3.6,2.69,0.14,7.6
Ecuador,ECU,2002,2.19,1.64,0.04,6.1
Egypt,EGY,2002,0.06,0.07,0.02,0.3
El Salvador,SLV,2002,1.81,1.14,0.02,3.5
Equatorial Guinea,GNQ,2002,0,1.23,4.77,8.1
Eritrea,ERI,2002,0.02,0.43,0,1.4
Estonia,EST,2002,4.37,4.99,0.8,#N/A
Ethiopia,ETH,2002,0.04,0.2,0.01,4.3
Fiji,FJI,2002,0.16,1.67,0.02,3.2
Finland,FIN,2002,2.37,4.43,1.31,11.9
France,FRA,2002,2.74,2.25,8.59,11.6
Gabon,GAB,2002,1.7,5.36,1.27,11.8
Gambia,GMB,2002,0.01,0.2,0.05,3.2
Georgia,GEO,2002,1.1,0.5,1.12,6.7
Germany,DEU,2002,2.44,6.67,3.14,10.6
Ghana,GHA,2002,0.18,0.41,0.05,5.4
Greece,GRC,2002,2.56,2.38,3.14,9.3
Grenada,GRD,2002,6.92,3.47,0.32,10.4
Guatemala,GTM,2002,1.38,1,0.03,3.9
Guinea,GIN,2002,0,0.17,0.04,0.7
Guinea-Bissau,GNB,2002,0.55,0.32,0.63,4.3
Guyana,GUY,2002,6.05,1.66,0.02,8.6
Haiti,HTI,2002,6.05,0.03,0.02,5.9
Honduras,HND,2002,1.66,1.41,0.02,4
Hungary,HUN,2002,4.06,4.34,4.89,12.4
Iceland,ISL,2002,1.58,3.29,1.67,6.9
India,IND,2002,1.01,0.07,0.01,4.6
Indonesia,IDN,2002,0,0.05,0,0.6
Iran,IRN,2002,0,0,0,1
Iraq,IRQ,2002,0.01,0.14,0,0.5
Ireland,IRL,2002,3.15,7.67,2.17,10.9
Israel,ISR,2002,1.32,0.92,0.22,3.1
Italy,ITA,2002,1.07,1.64,6.54,6.1
Jamaica,JAM,2002,1.9,1.74,0.12,5.1
Japan,JPN,2002,3.14,1.97,0.28,7.5
Jordan,JOR,2002,0.39,0.14,0.01,0.7
Kazakhstan,KAZ,2002,4.53,1.16,0.29,8.2
Kenya,KEN,2002,0.53,0.66,0.02,4
Kiribati,KIR,2002,0.04,0.45,0,2.9
Kuwait,KWT,2002,0.01,0,0,0.1
Kyrgyzstan,KGZ,2002,2.94,0.26,0.07,3.9
Laos,LAO,2002,2.32,1.01,0,7.5
Latvia,LVA,2002,3.04,2.74,1.5,10.6
Lebanon,LBN,2002,0.95,0.44,0.59,2.2
Lesotho,LSO,2002,0.35,1.48,0,6.4
Liberia,LBR,2002,4.12,0.15,0,5.2
Libya,LBY,2002,0,0,0,0
Lithuania,LTU,2002,3.59,4.66,2.06,16.2
Luxembourg,LUX,2002,2.59,4.46,5.86,11.2
Macedonia,MKD,2002,0.97,0.9,0.67,5.7
Madagascar,MDG,2002,0.4,0.28,0.22,1.9
Malawi,MWI,2002,0.25,0.15,0.01,2.5
Malaysia,MYS,2002,0.08,0.41,0,1.7
Maldives,MDV,2002,1.34,0.42,0.19,1
Mali,MLI,2002,0.01,0.07,0.05,1
Malta,MLT,2002,1.8,2.61,1.29,7.2
Mauritania,MRT,2002,0.01,0,0,0.1
Mauritius,MUS,2002,1.79,1.92,0.42,4
Mexico,MEX,2002,1.07,3.6,0.07,6.8
Micronesia (country),FSM,2002,0.07,2.67,0.04,3.5
Moldova,MDA,2002,3.85,0.86,2,17.4
Mongolia,MNG,2002,1.15,0.51,0.76,7.8
Morocco,MAR,2002,0.05,0.24,0.18,0.7
Mozambique,MOZ,2002,1.57,0.43,0.09,2
Myanmar,MMR,2002,0.29,0.12,0,0.7
Namibia,NAM,2002,0.75,3.57,0.29,11.8
Nauru,NRU,2002,0,0.91,0.11,3
Nepal,NPL,2002,0.11,0.08,0,2.1
Netherlands,NLD,2002,2.01,4.83,2.84,9.6
New Zealand,NZL,2002,1.34,4.24,2.74,11.2
Nicaragua,NIC,2002,2.44,1.04,0.01,4.6
Niger,NER,2002,0.03,0.05,0.01,0.3
Nigeria,NGA,2002,0,0.45,0,11.3
Niue,NIU,2002,2.81,1.32,1.16,#N/A
North Korea,PRK,2002,2.88,0.2,0,4.4
Norway,NOR,2002,1.12,2.89,1.81,7
Oman,OMN,2002,0.29,0.24,0.01,0.9
Pakistan,PAK,2002,0,0,0,0.1
Panama,PAN,2002,2.03,3.35,0.13,7.7
Papua New Guinea,PNG,2002,0.01,0.59,0.01,3.1
Paraguay,PRY,2002,1.5,3.7,0.41,9.6
Peru,PER,2002,1.95,1.75,0.32,5.2
Philippines,PHL,2002,3.29,1.11,0.01,5.6
Poland,POL,2002,2.07,4.31,1.64,11.5
Portugal,PRT,2002,1.59,3.58,6.48,12.5
Qatar,QAT,2002,0.61,0.21,0.05,1.3
Romania,ROU,2002,2.32,3.38,3.92,12.9
Russia,RUS,2002,7.15,2.92,0.8,14.5
Rwanda,RWA,2002,0.01,0.58,0,10
Saint Kitts and Nevis,KNA,2002,4.88,3.09,0.31,7
Saint Lucia,LCA,2002,7.91,3.11,0.77,10.4
Saint Vincent and the Grenadines,VCT,2002,2.82,1.92,0.19,7.2
Samoa,WSM,2002,0.22,3.04,0.05,#N/A
Sao Tome and Principe,STP,2002,0.72,1.16,3.92,6.8
Saudi Arabia,SAU,2002,0.05,0,0,0.2
Senegal,SEN,2002,0.04,0.14,0.18,0.5
Serbia,SRB,2002,2.53,2.91,1.51,12.9
Seychelles,SYC,2002,0.93,6.5,3.72,6.7
Sierra Leone,SLE,2002,0.02,0.14,0.01,8.2
Singapore,SGP,2002,0.49,1.47,0.2,2.9
Slovakia,SVK,2002,4.29,4.53,1.59,12.5
Slovenia,SVN,2002,1.69,4.32,3.28,10.9
Solomon Islands,SLB,2002,0.48,0.58,0.01,1.6
Somalia,SOM,2002,0,0,0,0.5
South Africa,ZAF,2002,1.1,3.72,1.46,11.5
South Korea,KOR,2002,0.52,2.41,0.04,10.9
Spain,ESP,2002,3.57,4.17,3.96,10.6
Sri Lanka,LKA,2002,1.46,0.15,0.01,4.5
Sudan,SDN,2002,0.35,0,0,2.7
Suriname,SUR,2002,2.65,1.67,0.09,6.5
Swaziland,SWZ,2002,0.03,1.59,0.16,6.4
Sweden,SWE,2002,1.4,2.7,2.8,8.7
Switzerland,CHE,2002,1.93,3.26,5.55,10.4
Syria,SYR,2002,0.86,0.05,0.34,1.4
Tajikistan,TJK,2002,0.38,0.02,0.2,2.4
Tanzania,TZA,2002,0.11,0.46,0.01,8.1
Thailand,THA,2002,4.61,1.3,0.02,8.3
Timor,TLS,2002,0.04,0.41,0.03,1.2
Togo,TGO,2002,0.04,0.44,0.21,1.9
Tonga,TON,2002,0.51,0.9,0.08,2.1
Trinidad and Tobago,TTO,2002,2.51,2.53,0.07,6.6
Tunisia,TUN,2002,0.04,0.79,0.35,1.2
Turkey,TUR,2002,0.66,0.77,0.04,2.4
Turkmenistan,TKM,2002,1.27,0.09,0.98,5
Tuvalu,TUV,2002,0.12,0.29,0.13,1.3
Uganda,UGA,2002,0.19,0.43,0,10.5
Ukraine,UKR,2002,2.45,1.74,0.7,11.8
United Arab Emirates,ARE,2002,1.12,0.52,0.08,4.3
United Kingdom,GBR,2002,2.32,5.11,3.4,12
United States,USA,2002,2.42,4.66,1.25,9
Uruguay,URY,2002,0.73,1,4.12,7
Uzbekistan,UZB,2002,0.97,0.26,0.25,4.8
Vanuatu,VUT,2002,0.53,0.52,0.19,1.2
Venezuela,VEN,2002,1.69,5.15,0.06,8.3
Vietnam,VNM,2002,1.06,0.97,0.01,8.7
Yemen,YEM,2002,0.01,0.06,0,0.2
Zambia,ZMB,2002,0.26,0.49,0.02,4
Zimbabwe,ZWE,2002,0.19,1.16,0.28,4.8
Afghanistan,AFG,2001,0,0,0,1
Albania,ALB,2001,2.02,1.42,0.81,6.6
Algeria,DZA,2001,0.01,0.1,0.12,0.6
Andorra,AND,2001,2.18,3.29,6.13,9.1
Angola,AGO,2001,0.45,1.41,0.72,7.6
Antigua and Barbuda,ATG,2001,4.17,1.89,1.42,3.2
Argentina,ARG,2001,0.49,1.9,5.32,7.6
Armenia,ARM,2001,2.34,0.24,0.28,5.5
Australia,AUS,2001,1.81,4.08,2.91,12.6
Austria,AUT,2001,1.5,6.6,4.3,8.5
Azerbaijan,AZE,2001,0.25,0.2,0.05,2.1
Bahamas,BHS,2001,6.08,3.7,1.83,4.2
Bahrain,BHR,2001,1.25,0.55,0.15,2.4
Bangladesh,BGD,2001,0,0,0,0.2
Barbados,BRB,2001,3.96,2.9,0.49,6.5
Belarus,BLR,2001,4.75,1.15,0.37,17.1
Belgium,BEL,2001,0.93,6.08,3.99,10.8
Belize,BLZ,2001,1.8,2.95,0.14,8.3
Benin,BEN,2001,0.13,0.66,0.12,2.2
Bhutan,BTN,2001,0,0.14,0,1.1
Bolivia,BOL,2001,0.59,1.55,0.06,5.8
Bosnia and Herzegovina,BIH,2001,0.85,2.61,0.4,7.5
Botswana,BWA,2001,0.36,2.69,0.23,7.7
Brazil,BRA,2001,3.49,3.34,0.29,9.1
Brunei,BRN,2001,0.23,0.2,0.04,0.8
Bulgaria,BGR,2001,4.77,3.22,2.73,11.3
Burkina Faso,BFA,2001,0.23,0.39,0.08,7.4
Burundi,BDI,2001,0,1,0.01,9.8
Cambodia,KHM,2001,1.44,0.26,0,6.1
Cameroon,CMR,2001,0,2.27,0.09,7.7
Canada,CAN,2001,2.1,4.2,1.4,10.3
Cape Verde,CPV,2001,0.46,2.12,1.23,7.2
Central African Republic,CAF,2001,0.04,0.38,0.03,3.8
Chad,TCD,2001,0,0.18,0,4.4
Chile,CHL,2001,1.91,1.78,2.38,9.3
China,CHN,2001,1.77,0.93,0.14,7.6
Colombia,COL,2001,1.77,2.61,0.02,6.6
Comoros,COM,2001,0.04,0.02,0.03,0.2
Congo,COG,2001,0.46,1.54,0.3,3.9
Cook Islands,COK,2001,0.41,1.25,0.56,#N/A
Costa Rica,CRI,2001,1.91,2.25,0.13,5.1
Cote d'Ivoire,CIV,2001,0.04,0.54,0.29,6.5
Croatia,HRV,2001,1.82,5.2,6.09,11.7
Cuba,CUB,2001,2.69,1.31,0.04,5.5
Cyprus,CYP,2001,3.97,3.71,2.47,9.1
Czech Republic,CZE,2001,3.94,7.59,1.84,14.1
Democratic Republic of Congo,COD,2001,0.02,0.27,0,3.4
Denmark,DNK,2001,1.39,5.57,4.6,10.2
Djibouti,DJI,2001,0.67,0.22,0.06,0.9
Dominica,DMA,2001,6.82,1,0.88,6.6
Dominican Republic,DOM,2001,3.61,2.38,0.14,7.6
Ecuador,ECU,2001,2.57,1.5,0.05,6.1
Egypt,EGY,2001,0.06,0.06,0.01,0.3
El Salvador,SLV,2001,1.75,1.12,0.02,3.5
Equatorial Guinea,GNQ,2001,0,0.81,4.26,8.1
Eritrea,ERI,2001,0.03,0.45,0,1.4
Ethiopia,ETH,2001,0.03,0.2,0.01,4.3
Fiji,FJI,2001,0.16,1.67,0.11,3.2
Finland,FIN,2001,2.32,4.37,1.19,11.9
France,FRA,2001,2.77,2.15,8.4,11.6
Gabon,GAB,2001,1.69,6.05,1.55,11.8
Gambia,GMB,2001,0.01,0.19,0.02,3.2
Georgia,GEO,2001,1.07,0.45,1.24,6.7
Germany,DEU,2001,2.54,6.71,3.21,10.6
Ghana,GHA,2001,0.15,0.34,0.04,5.4
Greece,GRC,2001,2.49,2.35,3.78,9.3
Grenada,GRD,2001,5.71,3.52,0.37,10.4
Guatemala,GTM,2001,1.44,1.06,0.03,3.9
Guinea,GIN,2001,0.01,0.15,0.02,0.7
Guinea-Bissau,GNB,2001,0.6,0.37,0.45,4.3
Guyana,GUY,2001,5.12,1.58,0.01,8.6
Haiti,HTI,2001,6.17,0.03,0.02,5.9
Honduras,HND,2001,1.4,1.33,0.01,4
Hungary,HUN,2001,4.07,4.25,4.86,12.4
Iceland,ISL,2001,1.68,3.12,1.52,6.9
India,IND,2001,0.92,0.07,0.01,4.6
Indonesia,IDN,2001,0,0.06,0,0.6
Iran,IRN,2001,0,0,0,1
Iraq,IRQ,2001,0,0.16,0,0.5
Ireland,IRL,2001,3.06,7.88,1.97,10.9
Israel,ISR,2001,1.29,1.05,0.19,3.1
Italy,ITA,2001,1.07,1.69,6.93,6.1
Jamaica,JAM,2001,1.95,1.81,0.12,5.1
Japan,JPN,2001,3.05,2.21,0.28,7.5
Jordan,JOR,2001,0.39,0.15,0.01,0.7
Kazakhstan,KAZ,2001,4.58,0.99,0.18,8.2
Kenya,KEN,2001,0.54,0.67,0.02,4
Kiribati,KIR,2001,0.17,0.42,0.01,2.9
Kuwait,KWT,2001,0.01,0,0,0.1
Kyrgyzstan,KGZ,2001,2.25,0.25,0.09,3.9
Laos,LAO,2001,2.18,0.93,0.01,7.5
Latvia,LVA,2001,3.04,2.12,1.38,10.6
Lebanon,LBN,2001,1.11,0.44,0.64,2.2
Lesotho,LSO,2001,0.36,1.57,0.04,6.4
Liberia,LBR,2001,4.23,0.17,0,5.2
Libya,LBY,2001,0,0,0,0
Lithuania,LTU,2001,3.67,4,1.89,16.2
Luxembourg,LUX,2001,2.66,4.43,5.81,11.2
Macedonia,MKD,2001,1.84,0.55,0.88,5.7
Madagascar,MDG,2001,0.52,0.41,0.12,1.9
Malawi,MWI,2001,0.27,0.15,0.01,2.5
Malaysia,MYS,2001,0.08,0.41,0.04,1.7
Maldives,MDV,2001,1.38,0.44,0.15,1
Mali,MLI,2001,0.01,0.07,0.02,1
Malta,MLT,2001,1.75,2.72,1.15,7.2
Mauritania,MRT,2001,0.01,0,0,0.1
Mauritius,MUS,2001,1.96,2.15,0.26,4
Mexico,MEX,2001,1.12,3.65,0.06,6.8
Micronesia (country),FSM,2001,0.07,2.74,0.02,3.5
Moldova,MDA,2001,3.65,0.64,6.69,17.4
Mongolia,MNG,2001,2.29,0.53,0.05,7.8
Morocco,MAR,2001,0.05,0.23,0.18,0.7
Mozambique,MOZ,2001,1.47,0.5,0.07,2
Myanmar,MMR,2001,0.28,0.1,0,0.7
Namibia,NAM,2001,0.69,3.43,0.52,11.8
Nauru,NRU,2001,0,2,0.14,3
Nepal,NPL,2001,0.01,0.08,0,2.1
Netherlands,NLD,2001,2.1,4.87,2.98,9.6
New Zealand,NZL,2001,1.29,4.18,2.51,11.2
Nicaragua,NIC,2001,2.45,1.04,0.01,4.6
Niger,NER,2001,0.02,0.06,0.01,0.3
Nigeria,NGA,2001,0.02,0.45,0,11.3
Niue,NIU,2001,7.22,2.15,0,#N/A
